City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
415,praia,14.9215,-23.5087,293.45,56,75,12.35,CV,1675744910
416,winona,43.9666,-91.7668,276.44,85,100,0.0,US,1675744910
417,naantali,60.4674,22.0243,274.18,93,0,2.06,FI,1675744910
418,sao borja,-28.6606,-56.0044,294.79,37,0,3.59,BR,1675744911
419,novyy urengoy,66.0833,76.6333,247.21,100,94,3.16,RU,1675744911
420,suhbaatar,50.2314,106.2078,257.62,89,63,2.79,MN,1675744911
421,saint-francois,46.4154,3.9054,273.84,69,0,4.12,FR,1675744912
422,kalabo,-14.97,22.6814,291.94,98,100,1.59,ZM,1675744912
423,grand gaube,-20.0064,57.6608,301.14,74,16,4.92,MU,1675744913
424,hobyo,5.3505,48.5268,298.92,72,27,8.29,SO,1675744913
425,hofn,64.2539,-15.2082,273.92,85,67,7.45,IS,1675744913
426,rochegda,62.8,43.25,257.77,97,91,2.28,RU,1675744913
427,basco,20.4487,121.9702,298.48,80,46,5.16,PH,1675744914
428,husavik,66.0449,-17.3389,271.21,69,41,7.29,IS,1675744914
429,acapulco,16.8634,-99.8901,300.05,74,0,4.12,MX,1675744915
430,aku,6.7081,7.3167,298.19,94,83,1.11,NG,1675744915
431,cesis,57.3119,25.2746,268.0,98,96,0.41,LV,1675744621
432,borogontsy,62.6683,131.1683,237.72,93,100,1.04,RU,1675744915
433,tessalit,20.1986,1.0114,294.65,15,98,5.31,ML,1675744916
434,imphal,24.8167,93.95,293.1,52,20,3.6,IN,1675744525
435,corinto,37.9407,22.9573,278.09,94,100,2.8,GR,1675744916
436,berlevag,70.8578,29.0864,277.15,75,100,13.38,NO,1675744916
437,doha,25.2867,51.5333,293.09,88,0,7.2,QA,1675744917
438,surgut,61.25,73.4167,250.25,77,0,2.0,RU,1675744917
439,bandar-e lengeh,26.5579,54.8807,290.21,88,5,3.09,IR,1675744917
440,martapura,-3.4167,114.85,303.2,70,40,3.09,ID,1675744918
441,puerto penasco,31.3167,-113.5333,288.1,28,0,1.79,MX,1675744918
442,atikokan,48.7555,-91.6216,271.9,98,100,3.09,CA,1675744918
443,mirandela,41.4874,-7.187,276.65,78,0,1.72,PT,1675744919
444,hamilton,39.1834,-84.5333,278.57,66,100,5.66,US,1675744611
445,mandera,3.9366,41.867,297.98,62,13,1.76,KE,1675744919
446,tangping,22.0265,111.9323,294.88,70,85,2.45,CN,1675744919
447,novo aripuana,-5.1206,-60.3797,295.52,99,100,0.64,BR,1675744920
448,darhan,49.4867,105.9228,258.3,85,7,2.73,MN,1675744920
449,aklavik,68.2191,-135.0107,239.01,97,100,1.47,CA,1675744920
450,alihe,50.5667,123.7167,261.66,67,19,1.7,CN,1675744921
451,pudozh,61.8099,36.5345,259.73,99,100,2.41,RU,1675744922
452,san policarpo,12.1791,125.5072,300.76,71,100,4.46,PH,1675744923
453,jambi,-1.6,103.6167,304.83,55,94,2.36,ID,1675744925
454,roald,62.5833,6.1333,282.22,71,100,9.26,NO,1675744927
455,sfantu gheorghe,45.8667,25.7833,261.38,97,97,0.39,RO,1675744928
456,nouakchott,18.0858,-15.9785,288.11,37,67,7.45,MR,1675744929
457,pauini,-7.7136,-66.9764,294.72,98,88,0.14,BR,1675744932
458,awbari,26.5921,12.7805,282.4,58,86,4.6,LY,1675744933
459,rogers,36.3668,-95.5836,289.32,89,100,2.06,US,1675744734
460,lashio,22.9333,97.75,297.73,17,1,1.58,MM,1675744935
461,mahanoro,-19.9,48.8,296.18,94,100,1.11,MG,1675744936
462,finote selam,10.7,37.2667,290.06,37,36,0.94,ET,1675744938
463,yerofey pavlovich,53.9667,121.9667,256.24,75,22,1.23,RU,1675744938
464,yanam,16.7333,82.2167,302.65,44,61,0.77,IN,1675744940
465,hwange,-18.3693,26.5019,292.96,85,29,0.87,ZW,1675744940
466,padang,-0.9492,100.3543,304.18,60,54,2.71,ID,1675744941
467,meulaboh,4.1363,96.1285,301.95,69,63,1.48,ID,1675744943
468,kleive,62.7954,7.6359,282.33,61,100,5.66,NO,1675744945
469,puli,23.9664,120.9695,299.38,45,92,3.06,TW,1675744821
470,saint-pierre,-21.3393,55.4781,302.97,58,20,2.57,RE,1675744946
471,san carlos del zulia,9.0,-71.9135,297.14,85,37,2.44,VE,1675744947
472,san jose el alto,20.65,-100.3667,287.51,21,0,2.57,MX,1675744948
473,fasa,28.9383,53.6482,282.73,66,75,0.0,IR,1675744948
474,traverse city,44.7631,-85.6206,272.21,75,20,2.57,US,1675744949
475,verkhnevilyuysk,63.4453,120.3167,240.54,95,98,0.43,RU,1675744951
476,igarka,67.4667,86.5833,253.06,99,100,2.98,RU,1675744953
477,kalino,58.2504,57.6085,244.53,100,100,0.55,RU,1675744957
478,manokwari,-0.8667,134.0833,299.97,84,93,5.34,ID,1675744959
479,adrar,20.5022,-10.0711,287.0,28,7,4.81,MR,1675744960
480,joutseno,61.118,28.5076,269.69,89,100,3.18,FI,1675744961
481,tzaneen,-23.8332,30.1635,295.05,75,40,0.31,ZA,1675744961
482,ambilobe,-13.2,49.05,298.62,83,86,0.72,MG,1675744963
483,karlskrona,56.1616,15.5866,265.4,87,34,3.17,SE,1675744963
484,babu,24.4167,111.5167,288.25,88,100,1.88,CN,1675744964
485,ajdabiya,30.7554,20.2263,285.28,62,100,4.22,LY,1675744964
486,rudnogorsk,57.2639,103.7519,258.58,91,100,1.56,RU,1675744965
487,marzuq,14.4,46.4667,293.35,10,13,2.11,YE,1675744965
488,lekoni,-1.5843,14.2591,296.56,78,100,3.79,GA,1675744965
489,montorio al vomano,42.5831,13.6383,274.45,83,74,1.17,IT,1675744966
490,jardim,-21.4803,-56.1381,293.51,98,60,1.34,BR,1675744966
491,formosa,-26.1775,-58.1781,302.14,54,95,2.57,AR,1675744910
492,ossora,59.2353,163.0719,249.18,92,100,2.35,RU,1675744966
493,olga,43.7444,135.2892,271.15,42,0,1.59,RU,1675744967
494,bardiyah,31.7561,25.0865,282.86,76,64,5.18,LY,1675744967
495,port augusta,-32.5,137.7667,307.73,17,0,4.84,AU,1675744967
496,monrovia,6.3005,-10.7969,298.38,88,77,2.59,LR,1675744844
497,bayan,46.0833,127.4,263.6,73,13,3.27,CN,1675744968
498,kedrovyy,56.1667,91.8167,253.38,88,96,2.14,RU,1675744968
499,simplicio mendes,-7.8539,-41.9103,293.94,90,89,0.96,BR,1675744968
500,kailua,21.4022,-157.7394,299.14,78,40,3.6,US,1675744821
501,oktyabrskiy,54.4815,53.471,256.57,100,95,1.05,RU,1675744969
502,grindavik,63.8424,-22.4338,274.41,64,75,14.92,IS,1675744969
503,guerrero negro,27.9769,-114.0611,288.82,38,63,5.63,MX,1675744970
504,vila franca do campo,37.7167,-25.4333,286.38,87,99,6.91,PT,1675744970
505,taltal,-25.4,-70.4833,293.97,84,11,0.87,CL,1675744970
506,waddan,29.1614,16.139,280.22,70,63,3.72,LY,1675744971
507,ozernovskiy,51.5,156.5167,268.65,70,98,2.28,RU,1675744971
508,tilichiki,60.4667,166.1,243.65,91,29,3.88,RU,1675744971
509,shorapani,42.0898,43.0866,276.98,87,100,0.81,GE,1675744972
510,upington,-28.4478,21.2561,297.36,69,20,1.54,ZA,1675744972
511,kununurra,-15.7667,128.7333,309.14,36,52,2.57,AU,1675744972
512,shaoxing,30.011,120.5715,283.12,92,100,1.88,CN,1675744973
513,anchorage,61.2181,-149.9003,274.33,86,100,3.6,US,1675744973
514,quatre cocos,-20.2078,57.7625,300.98,73,43,7.38,MU,1675744973
515,anadyr,64.75,177.4833,248.43,69,75,5.0,RU,1675744973
516,naze,28.3667,129.4833,294.66,76,40,8.18,JP,1675744974
517,lakes entrance,-37.8811,147.981,294.91,62,7,4.39,AU,1675744974
518,the pas,53.8251,-101.2541,262.16,73,100,5.14,CA,1675744975
519,opochka,56.7105,28.6617,268.97,95,98,1.34,RU,1675744975
520,zhanaozen,43.3,52.8,276.77,67,94,8.75,KZ,1675744975
521,vigrestad,58.5667,5.7,278.68,90,93,4.14,NO,1675744976
522,vidim,56.4088,103.1106,260.31,93,100,1.57,RU,1675744976
523,wallacetown,-46.3333,168.2667,289.27,65,66,7.74,NZ,1675744976
524,te anau,-45.4167,167.7167,285.81,78,54,3.37,NZ,1675744977
525,tuatapere,-46.1333,167.6833,287.71,64,53,6.33,NZ,1675744977
526,san jose,37.3394,-121.895,283.99,73,0,2.57,US,1675744977
527,tazovskiy,67.4667,78.7,245.16,100,100,2.23,RU,1675744978
528,abalak,58.1286,68.5944,260.05,93,100,3.03,RU,1675744978
529,keetmanshoop,-26.5833,18.1333,294.55,47,48,1.29,NA,1675744979
530,shelburne,44.0787,-80.2041,267.72,93,96,5.61,CA,1675744979
531,pitanga,-24.7572,-51.7614,289.7,68,99,1.3,BR,1675744979
532,pajapan,18.25,-94.7,293.09,93,10,2.21,MX,1675744980
533,kitimat,54.0524,-128.6534,274.36,31,100,1.46,CA,1675744980
534,tigil,57.8,158.6667,255.47,95,100,3.64,RU,1675744980
535,bucak,37.4592,30.595,270.44,87,23,3.93,TR,1675744980
536,kabalo,-6.05,26.9167,293.58,96,100,1.37,CD,1675744981
537,kasongo-lunda,-6.4667,16.8167,292.54,95,73,0.21,CD,1675744981
538,lata,40.1629,-8.3327,277.35,74,0,3.11,PT,1675744981
539,sioux lookout,50.1001,-91.917,272.19,93,100,4.12,CA,1675744982
540,jawhar,2.7809,45.5005,298.6,70,37,7.56,SO,1675744983
541,shilong,23.1123,113.8425,295.87,73,100,1.51,CN,1675744984
542,itarema,-2.9248,-39.9167,297.72,87,50,2.93,BR,1675744985
543,nouadhibou,20.931,-17.0347,287.14,72,0,8.75,MR,1675744986
544,montepuez,-13.1256,38.9997,294.11,96,100,1.87,MZ,1675744987
545,kieta,-6.2167,155.6333,301.36,72,100,2.54,PG,1675744992
